,channelGrouping,date,device_browser,device_deviceCategory,device_isMobile,device_operatingSystem,fullVisitorId,geoNetwork_city,geoNetwork_continent,geoNetwork_country,geoNetwork_metro,geoNetwork_networkDomain,geoNetwork_region,geoNetwork_subContinent,sessionId,totals_bounces,totals_hits,totals_newVisits,totals_pageviews,totals_transactionRevenue,trafficSource_adContent,trafficSource_campaignCode,trafficSource_isTrueDirect,trafficSource_keyword,trafficSource_medium,trafficSource_referralPath,trafficSource_source,tsadclick_adNetworkType,tsadclick_gclId,tsadclick_isVideoAd,tsadclick_page,tsadclick_slot,visitId,visitNumber,visitStartTime
76398,Referral,20161216,Chrome,desktop,FALSE,Macintosh,8.64E+18,,Americas,United States,,unknown.unknown,,Northern America,8635032301713979066_1481899908,,21,,16,59990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481899908,2,1481899908
76399,Organic Search,20161216,Chrome,desktop,FALSE,Windows,1.33E+18,,Americas,United States,,,,Northern America,1334008915798864953_1481901060,,21,1,19,18990000,,,,,organic,,google,,,,,,1481901060,1,1481901060
76415,Organic Search,20161216,Chrome,desktop,FALSE,Macintosh,9.41E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,9408687249095650177_1481900007,,23,,20,16990000,,,TRUE,,organic,,google,,,,,,1481900007,2,1481900007
76430,Referral,20161216,Chrome,desktop,FALSE,Macintosh,3.27E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,3271602591909428154_1481944598,,24,,21,95990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481944598,4,1481944598
76432,Referral,20161216,Chrome,desktop,FALSE,Macintosh,9.48E+18,Fremont,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,9478017318518077381_1481927721,,24,,22,1200000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481927721,2,1481927721
76434,Referral,20161216,Chrome,desktop,FALSE,Macintosh,7.63E+18,,Americas,United States,,,,Northern America,7632396110260336309_1481915771,,24,,18,23900000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481915771,6,1481915771
76437,Referral,20161216,Chrome,desktop,FALSE,Windows,2.83E+17,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,282580967786243960_1481906867,,25,,19,104780000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481906867,2,1481906867
76440,Organic Search,20161216,Firefox,desktop,FALSE,Windows,2.30E+18,,Americas,United States,,ibm.com,,Northern America,2295871331415471856_1481925145,,25,,22,18990000,,,,,organic,,google,,,,,,1481925145,3,1481925145
76441,Paid Search,20161216,Firefox,desktop,FALSE,Macintosh,9.46E+18,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,amazon.com,California,Northern America,9458478946174454541_1481916894,,26,,21,116980000,,,,6qEhsCssdK0z36ri,cpc,,google,Google Search,CjwKEAiAvs7CBRC24rao6bGCoiASJABaCt5DDaICoLLjeoNrGss5H4ur1ioXKZjOmU1DA8vPfpDoKBoCa7Pw_wcB,FALSE,1,Top,1481916894,2,1481916894
76445,Referral,20161216,Chrome,desktop,FALSE,Macintosh,8.44E+18,Chicago,Americas,United States,Chicago IL,rr.com,Illinois,Northern America,8437936763415718280_1481936362,,26,,22,45990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481936362,2,1481936362
76448,Direct,20161216,Chrome,desktop,FALSE,Macintosh,1.03E+17,Fremont,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,0103488992784926412_1481907276,,26,,24,63940000,,,TRUE,,(none),,(direct),,,,,,1481907276,3,1481907276
76450,Organic Search,20161216,Chrome,desktop,FALSE,Macintosh,1.70E+18,,Americas,United States,,comcast.net,,Northern America,1704026974933419709_1481906904,,27,,22,43980000,,,TRUE,,organic,,google,,,,,,1481906904,2,1481906904
76453,Direct,20161216,Chrome,desktop,FALSE,Macintosh,4.39E+18,,Americas,United States,,,,Northern America,4391405793651473419_1481925157,,27,,23,65590000,,,TRUE,,(none),,(direct),,,,,,1481925157,3,1481925157
76455,Referral,20161216,Chrome,desktop,FALSE,Macintosh,4.77E+18,Boston,Americas,United States,Boston MA-Manchester NH,,Massachusetts,Northern America,4771214490771394294_1481937845,,27,1,21,59990000,,,,,referral,/,mall.googleplex.com,,,,,,1481937845,1,1481937845
76457,Organic Search,20161216,Edge,desktop,FALSE,Windows,5.78E+18,,Americas,United States,,,,Northern America,5783843869687303136_1481939033,,27,,23,33980000,,,TRUE,,organic,,google,,,,,,1481939033,2,1481939033
76458,Paid Search,20161216,Chrome,desktop,FALSE,Windows,9.00E+18,,Americas,United States,,,,Northern America,9000097709332736093_1481935231,,27,,22,139970000,,,TRUE,6qEhsCssdK0z36ri,cpc,,google,Google Search,CjwKEAiAvs7CBRC24rao6bGCoiASJABaCt5DhbOTyvydLB3jVfombMcaWtZpZzNpHXgv04v_o1Sg7hoCj8rw_wcB,FALSE,1,Top,1481935231,2,1481935231
76461,Referral,20161216,Chrome,desktop,FALSE,Macintosh,1.75E+18,,Americas,United States,,,,Northern America,1754913906837979962_1481930550,,28,,21,91600000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481930550,2,1481930550
76462,Organic Search,20161216,Safari,desktop,FALSE,Macintosh,1.87E+18,,Americas,United States,,fuse.net,,Northern America,1868935000075627039_1481912457,,28,,24,21990000,,,TRUE,,organic,,google,,,,,,1481912457,3,1481912457
76468,Referral,20161216,Chrome,desktop,FALSE,Macintosh,6.30E+18,,Americas,United States,,,,Northern America,6296278045589071160_1481927189,,29,,23,28780000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481927189,3,1481927189
76469,Referral,20161216,Chrome,desktop,FALSE,Macintosh,3.15E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,3151287811920286520_1481911522,,29,,24,30380000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481911522,2,1481911522
76473,Referral,20161216,Chrome,desktop,FALSE,Windows,3.68E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,3682115393898564983_1481924716,,30,,24,27990000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481924716,3,1481924716
76476,Organic Search,20161216,Chrome,mobile,TRUE,Android,6.99E+18,,Americas,United States,,bhn.net,,Northern America,6988456629622921225_1481925863,,30,,28,16990000,,,TRUE,,organic,,google,,,,,,1481925863,4,1481925863
76480,Organic Search,20161216,Safari,desktop,FALSE,Macintosh,8.09E+18,Los Angeles,Americas,United States,Los Angeles CA,,California,Northern America,8094760238858385378_1481919747,,31,1,25,1990000,,,,,organic,,google,,,,,,1481919747,1,1481919747
76483,Organic Search,20161216,Chrome,desktop,FALSE,Windows,5.34E+15,,Americas,United States,,gene.com,,Northern America,005339642194263188_1481910399,,32,,24,9470000,,,TRUE,,organic,,google,,,,,,1481910399,14,1481910399
76487,Direct,20161216,Chrome,desktop,FALSE,Windows,9.63E+18,Seattle,Americas,United States,Seattle-Tacoma WA,unknown.unknown,Washington,Northern America,9632311716719827389_1481928562,,33,1,27,17910000,,,TRUE,,(none),,(direct),,,,,,1481928562,1,1481928562
76502,Referral,20161216,Chrome,desktop,FALSE,Macintosh,6.24E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,6237874653844289432_1481937262,,37,,28,32780000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481937262,3,1481937262
76504,Referral,20161216,Chrome,desktop,FALSE,Macintosh,9.26E+18,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,9262188833552187885_1481910987,,38,1,30,173540000,,,,,referral,/,mall.googleplex.com,,,,,,1481910987,1,1481910987
76505,Referral,20161216,Chrome,desktop,FALSE,Macintosh,6.17E+18,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,6168468198967794640_1481877097,,38,1,27,100730000,,,,,referral,/,mall.googleplex.com,,,,,,1481877097,1,1481877097
76506,Referral,20161216,Chrome,desktop,FALSE,Macintosh,1.08E+18,New York,Americas,United States,New York NY,rr.com,New York,Northern America,1081131800379517088_1481904443,,38,,32,15180000,,,,,referral,/,mall.googleplex.com,,,,,,1481904443,2,1481904443
76507,Referral,20161216,Chrome,desktop,FALSE,Chrome OS,8.93E+17,,Americas,United States,,,,Northern America,893172555107967427_1481928153,,38,,29,203960000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481928153,5,1481928153
76510,Organic Search,20161216,Chrome,desktop,FALSE,Windows,8.15E+17,,Americas,United States,,unknown.unknown,,Northern America,0815303383277659803_1481949046,,38,,28,56940000,,,TRUE,,organic,,google,,,,,,1481949046,6,1481949046
76511,Referral,20161216,Chrome,desktop,FALSE,Macintosh,2.44E+17,Palo Alto,Americas,United States,San Francisco-Oakland-San Jose CA,unknown.unknown,California,Northern America,0244256673220806549_1481951732,,39,,27,86370000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481951732,2,1481951732
76512,Organic Search,20161216,Chrome,desktop,FALSE,Windows,5.39E+16,,Americas,United States,,monroeaccess.net,,Northern America,53866968780969645_1481914028,,39,1,30,19990000,,,,,organic,,google,,,,,,1481914028,1,1481914028
76513,Referral,20161216,Chrome,desktop,FALSE,Macintosh,2.30E+17,Pittsburgh,Americas,United States,Pittsburgh PA,,Pennsylvania,Northern America,0230412258531789338_1481924464,,40,1,35,48770000,,,,,referral,/,mall.googleplex.com,,,,,,1481924464,1,1481924464
76514,Referral,20161216,Chrome,desktop,FALSE,Macintosh,3.35E+18,,Americas,United States,,comcast.net,,Northern America,3348449424172649440_1481912381,,41,,29,32780000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481912381,7,1481912381
76515,Referral,20161216,Firefox,desktop,FALSE,Windows,7.66E+18,,Americas,United States,,comcast.net,,Northern America,7657672545443379106_1481929570,,42,1,33,56480000,,,,,referral,/,search.xfinity.com,,,,,,1481929570,1,1481929570
76518,Direct,20161216,Chrome,desktop,FALSE,Chrome OS,7.31E+18,Chicago,Americas,United States,Chicago IL,comcast.net,Illinois,Northern America,7311242886083854158_1481924344,,43,,34,652740000,,,TRUE,,(none),,(direct),,,,,,1481924344,13,1481924344
76519,Organic Search,20161216,Chrome,desktop,FALSE,Macintosh,1.95E+18,Palo Alto,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,1952489722981028031_1481928963,,43,,30,72750000,,,TRUE,,organic,,google,,,,,,1481928963,3,1481928963
76521,Direct,20161216,Chrome,desktop,FALSE,Chrome OS,6.59E+18,,Americas,United States,,worldpath.net,,Northern America,6592789576297039396_1481919089,,45,,35,92930000,,,TRUE,,(none),,(direct),,,,,,1481919089,3,1481919098
76522,Referral,20161216,Chrome,desktop,FALSE,Macintosh,8.34E+18,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,8344446393157130768_1481942013,,45,,35,9960000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481942013,3,1481942013
76523,Direct,20161216,Chrome,desktop,FALSE,Windows,1.76E+18,Chicago,Americas,United States,Chicago IL,comcast.net,Illinois,Northern America,1759779356678951325_1481912077,,45,,36,258300000,,,TRUE,,(none),,(direct),,,,,,1481912077,10,1481912077
76526,Organic Search,20161216,Chrome,desktop,FALSE,Windows,7.41E+17,,Americas,Canada,,allstream.net,,Northern America,0741389474680057629_1481902742,,47,1,39,14980000,,,,,organic,,google,,,,,,1481902742,1,1481902742
76527,Organic Search,20161216,Chrome,desktop,FALSE,Windows,6.70E+18,,Europe,United Kingdom,,unknown.unknown,,Northern Europe,6696207158105789561_1481912203,,48,,36,47900000,,,TRUE,,organic,,google,,,,,,1481912203,3,1481912203
76529,Referral,20161216,Chrome,desktop,FALSE,Macintosh,3.99E+18,New York,Americas,United States,New York NY,,New York,Northern America,3990058424732714693_1481933256,,48,,38,70330000,,,,,referral,/,mall.googleplex.com,,,,,,1481933256,3,1481933256
76531,Referral,20161216,Chrome,desktop,FALSE,Macintosh,1.65E+18,,Americas,United States,,,,Northern America,1649731062336600949_1481940614,,49,1,43,17590000,,,,,referral,/,mall.googleplex.com,,,,,,1481940614,1,1481940614
76532,Referral,20161216,Chrome,desktop,FALSE,Macintosh,4.96E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,4961475611241206847_1481920910,,49,,37,176730000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481920910,2,1481920910
76533,Paid Search,20161216,Chrome,desktop,FALSE,Windows,3.76E+18,,Americas,United States,,verizon.net,,Northern America,3756657782077054596_1481940280,,51,,43,16430000,,,,6qEhsCssdK0z36ri,cpc,,google,Google Search,CjwKEAiAvs7CBRC24rao6bGCoiASJABaCt5DFzewvejGeG4jN-WAMkqdPS0F6YDRB_zZGCjcFtONZhoCnrvw_wcB,FALSE,1,Top,1481940280,3,1481940280
76534,Organic Search,20161216,Chrome,desktop,FALSE,Macintosh,8.28E+17,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,827758820563592695_1481952033,,51,,38,79960000,,,TRUE,,organic,,google,,,,,,1481952033,4,1481952033
76535,Referral,20161216,Chrome,desktop,FALSE,Windows,3.80E+18,Los Angeles,Americas,United States,Los Angeles CA,,California,Northern America,3803364184957424266_1481940491,,52,,43,797470000,,,TRUE,,referral,/mail/u/0/,mail.google.com,,,,,,1481940491,4,1481940491
76538,Referral,20161216,Chrome,desktop,FALSE,Macintosh,9.59E+18,Ann Arbor,Americas,United States,Detroit MI,,Michigan,Northern America,9588908882266612738_1481911090,,53,,37,28780000,,,,,referral,/,mall.googleplex.com,,,,,,1481911090,4,1481911090
76539,Referral,20161216,Chrome,desktop,FALSE,Macintosh,2.99E+18,Washington,Americas,United States,Washington DC (Hagerstown MD),,District of Columbia,Northern America,2989490372994376329_1481915714,,53,,45,44760000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481915714,3,1481915714
76540,Direct,20161216,Chrome,desktop,FALSE,Macintosh,4.45E+18,,Americas,United States,,,,Northern America,4451908991574636222_1481951344,,55,,43,16990000,,,TRUE,,(none),,(direct),,,,,,1481951344,3,1481951344
76551,Referral,20161216,Chrome,desktop,FALSE,Macintosh,4.18E+18,,Americas,United States,,,,Northern America,4178895217253469173_1481898102,,73,1,63,55960000,,,,,referral,/2015/03/11/google-merch-store-new-url/,phandroid.com,,,,,,1481898102,1,1481898102
76552,Referral,20161216,Chrome,desktop,FALSE,Macintosh,6.48E+17,Kirkland,Americas,United States,Seattle-Tacoma WA,comcast.net,Washington,Northern America,647846008417877869_1481949177,,75,,48,121700000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481949177,2,1481949177
76557,Referral,20161216,Chrome,desktop,FALSE,Windows,6.26E+17,Irvine,Americas,United States,Los Angeles CA,,California,Northern America,0626284759664097746_1481917757,,84,,68,1575000000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481917757,7,1481917757
76558,Referral,20161216,Chrome,desktop,FALSE,Linux,6.36E+17,Pittsburgh,Americas,United States,Pittsburgh PA,,Pennsylvania,Northern America,636165671438716582_1481904857,,91,,68,50370000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1481904857,2,1481904857
76559,Direct,20161216,Chrome,desktop,FALSE,Chrome OS,4.19E+17,Los Angeles,Americas,United States,Los Angeles CA,,California,Northern America,419161784882208907_1481934211,,102,,65,727160000,,,TRUE,,(none),,(direct),,,,,,1481934211,10,1481934211
76560,Direct,20161216,Chrome,desktop,FALSE,Macintosh,3.07E+18,,Americas,United States,,rr.com,,Northern America,3074873425598115853_1481944989,,103,1,77,120720000,,,TRUE,,(none),,(direct),,,,,,1481944989,1,1481944989
76880,Social,20161216,Safari,desktop,FALSE,Macintosh,6.33E+18,,Americas,United States,,essensys.tech,,Northern America,6328683659978393200_1481903872,,25,1,22,87970000,,,,,referral,/IUI6ugD07C,t.co,,,,,,1481903872,1,1481903872
77121,Organic Search,20160820,Chrome,desktop,FALSE,Windows,9.80E+18,,Americas,United States,,unknown.unknown,,Northern America,9803059849568954404_1471733165,,17,1,15,38090000,,,,,organic,,google,,,,,,1471733165,1,1471733165
77131,Referral,20160820,Chrome,desktop,FALSE,Chrome OS,5.49E+18,Chicago,Americas,United States,Chicago IL,rcn.com,Illinois,Northern America,5492630606781186660_1471721531,,19,1,15,75580000,,,,,referral,/,mall.googleplex.com,,,,,,1471721531,1,1471721531
77146,Organic Search,20160820,Safari,mobile,TRUE,iOS,2.99E+17,,Americas,United States,,cox.net,,Northern America,0299113451946744821_1471721060,,22,1,16,40480000,,,,,organic,,google,,,,,,1471721060,1,1471721060
77180,Referral,20160820,Chrome,desktop,FALSE,Windows,8.52E+18,,Americas,United States,,optonline.net,,Northern America,8516103494116609949_1471740674,,33,,26,98770000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1471740674,3,1471740674
77187,Direct,20160820,Chrome,desktop,FALSE,Macintosh,6.71E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,6708775225272351859_1471736521,,36,,29,103920000,,,TRUE,,(none),,(direct),,,,,,1471736521,4,1471736521
77196,Referral,20160820,Chrome,desktop,FALSE,Macintosh,5.39E+18,,Americas,United States,,,,Northern America,5393564423010842176_1471711119,,40,1,35,33680000,,,,,referral,/,mall.googleplex.com,,,,,,1471711119,1,1471711119
77210,Organic Search,20160820,Chrome,desktop,FALSE,Macintosh,1.13E+18,Seattle,Americas,United States,Seattle-Tacoma WA,,Washington,Northern America,1125612233191187838_1471726545,,49,,38,63660000,,,TRUE,,organic,,google,,,,,,1471726545,2,1471726545
77212,Referral,20160820,Chrome,desktop,FALSE,Macintosh,6.92E+17,Austin,Americas,United States,Austin TX,rr.com,Texas,Northern America,0691969555315832538_1471744416,,51,,36,96540000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1471744416,14,1471744416
77214,Organic Search,20160820,Chrome,desktop,FALSE,Chrome OS,5.28E+18,,Americas,United States,,,,Northern America,5283278344963059120_1471737021,,53,,35,1449770000,,,TRUE,,organic,,google,,,,,,1471737021,3,1471737021
77217,Organic Search,20160820,Chrome,desktop,FALSE,Macintosh,2.52E+18,New York,Americas,United States,New York NY,rr.com,New York,Northern America,2518447979646501002_1471740007,,55,1,40,69150000,,,,,organic,,google,,,,,,1471740007,1,1471740007
77218,Referral,20160820,Chrome,desktop,FALSE,Macintosh,8.33E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,8332045142663298061_1471676805,,55,,43,11070000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1471676805,2,1471676805
77220,Organic Search,20160820,Chrome,desktop,FALSE,Macintosh,7.96E+18,Los Angeles,Americas,United States,Los Angeles CA,rr.com,California,Northern America,7960216957065106735_1471759475,,57,1,43,67530000,,,,,organic,,google,,,,,,1471759475,1,1471759475
77221,Organic Search,20160820,Chrome,desktop,FALSE,Macintosh,9.95E+17,,Americas,United States,,comcast.net,,Northern America,995099802538471008_1471748873,,58,1,37,117740000,,,,,organic,,google,,,,,,1471748873,1,1471748873
77225,Direct,20160820,Chrome,desktop,FALSE,Windows,9.94E+18,Maracaibo,Americas,Venezuela,,cantv.net,Zulia,South America,9936682614369895259_1471723149,,60,1,43,113490000,,,TRUE,,(none),,(direct),,,,,,1471723149,1,1471723149
77226,Referral,20160820,Chrome,desktop,FALSE,Macintosh,1.73E+17,,Americas,United States,,comcast.net,,Northern America,0173142935390182524_1471752267,,61,,44,62030000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1471752267,9,1471752267
77227,Organic Search,20160820,Firefox,desktop,FALSE,Macintosh,5.84E+18,,Americas,Canada,,bell.ca,,Northern America,5836015565471954596_1471744846,,63,,47,68030000,,,TRUE,,organic,,google,,,,,,1471744846,6,1471744846
77232,Referral,20160820,Chrome,desktop,FALSE,Macintosh,1.27E+17,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,127249576187763439_1471761270,,64,,50,229160000,,,,,referral,/,mall.googleplex.com,,,,,,1471761270,3,1471761270
